customerid	AddressType	AddressLine1	AddressLine2	City	StateProvinceName	PostalCode	CountryRegionName
13371	Home	6880 N Lanky Lane	NULL	Salem	Oregon	97301	United States
28103	Home	6880 N Lucile Lane	NULL	Silverwater	New South Wales	2264	Australia
12836	Home	6883 Freda Drive	NULL	Cheltenham	England	GL50	United Kingdom
22225	Home	6883 Freda Drive	NULL	Issaquah	Washington	98027	United States
18192	Home	6885 Amending Drive	NULL	North Sydney	New South Wales	2055	Australia
15842	Home	6885 Amending Drive	NULL	Spokane	Washington	99202	United States
27193	Home	6885 Auburn	NULL	Lincoln Acres	California	91950	United States
16464	Home	6885 Auburn	NULL	Milton Keynes	England	MK8 8ZD	United Kingdom
22216	Home	6886 Berry Dr.	NULL	Spring Valley	California	91977	United States
16427	Home	6886 Berry Dr.	NULL	Watford	England	WA3	United Kingdom
23458	Home	6886 Melody Drive	NULL	Port Hammond	British Columbia	V6B 3P7	Canada
17079	Home	6886 Melody Drive	NULL	Sunbury	Victoria	3429	Australia
13357	Home	6887 Deerberry Ct.	NULL	El Cajon	California	92020	United States
19674	Home	6887 Deerberry Ct.	NULL	Rockhampton	Queensland	4700	Australia
23371	Home	6888 Niagara Court	NULL	Edmonds	Washington	98020	United States
24054	Home	6888 Niagara Court	NULL	London	England	SE1 8HL	United Kingdom
19694	Home	6888 Relief Valley Ct.	NULL	Edmonds	Washington	98020	United States
20881	Home	689 Kalima Place	NULL	Bury	England	PE17	United Kingdom
17827	Home	689, rue Maillard	NULL	Versailles	Yveline	78000	France
26571	Home	6890 Highland Road	NULL	East Brisbane	Queensland	4169	Australia
12975	Home	6891 Ham Drive	NULL	Coronado	California	92118	United States
13306	Home	6891 Relis Valley Road	NULL	Santa Monica	California	90401	United States
16593	Home	6894 Oeffler Ln.	NULL	Birmingham	England	B29 6SL	United Kingdom
21812	Home	6894 Oeffler Ln.	NULL	Seattle	Washington	98104	United States
15026	Home	6896 Camino Norte	NULL	Caloundra	Queensland	4551	Australia
24276	Home	6896 Camino Norte	NULL	Sydney	New South Wales	1002	Australia
17684	Home	6896 Liana Lane	NULL	Bellflower	California	90706	United States
28791	Home	6896 Liana Lane	NULL	Spokane	Washington	99202	United States
18703	Home	6897 Deerfield Dr.	NULL	Hawthorne	Queensland	4171	Australia
28160	Home	6897 Deerfield Dr.	NULL	Langford	British Columbia	V9	Canada
22308	Home	6897 Pome Court	NULL	Esher-Molesey	England	EM15	United Kingdom
22543	Home	6897 Pome Court	NULL	Portland	Oregon	97205	United States
23555	Home	6898 Holiday Hills	NULL	Beaverton	Oregon	97005	United States
11154	Home	6898 Holiday Hills	NULL	Woodburn	Oregon	97071	United States
17540	Home	6898 Roxie Lane	NULL	Beaverton	Oregon	97005	United States
20481	Home	6898 Roxie Lane	NULL	Newport Beach	California	92625	United States
11229	Home	6898 Shaw Rd.	NULL	Redwood City	California	94063	United States
21387	Home	6898 Shaw Rd.	NULL	Rockhampton	Queensland	4700	Australia
23164	Home	6899 Jacqueline Way	NULL	Metchosin	British Columbia	V9	Canada
13487	Home	6899 Mendocino Drive	NULL	Spring Valley	California	91977	United States
14882	Home	6899 Pembroke Dr.	NULL	Berkeley	California	94704	United States
20078	Home	6899 Pembroke Dr.	NULL	Oregon City	Oregon	97045	United States
13326	Home	69 Market Pl.	NULL	Beverly Hills	California	90210	United States
15402	Home	69 Market Pl.	NULL	Westminster	British Columbia	V3L 1H4	Canada
19276	Home	69, avenue du Port	NULL	Paris La Defense	Hauts de Seine	92081	France
24136	Home	69, rue Royale	NULL	Roncq	Nord	59223	France
27387	Home	690 Carmel Drive	NULL	Oregon City	Oregon	97045	United States
23943	Home	6900 Bellord Ct.	NULL	London	England	EC1R 0DU	United Kingdom
18797	Home	6900 Bellord Ct.	NULL	Redmond	Washington	98052	United States
18723	Home	6900 Chisholm Way	NULL	Port Macquarie	New South Wales	2444	Australia
17529	Home	6900 Chisholm Way	NULL	Woodburn	Oregon	97071	United States
21305	Home	6901 Hamilton Avenue	NULL	Shawnee	British Columbia	V9B 5T2	Canada
19800	Home	6904 Sunset Way	NULL	Mill Valley	California	94941	United States
18188	Home	6904 Sunset Way	NULL	Warrnambool	Victoria	3280	Australia
13938	Home	6905 Camino Ricardo	NULL	Bellflower	California	90706	United States
26627	Home	6905 Camino Ricardo	NULL	Coronado	California	92118	United States
14437	Home	6905 Mendouno Dr.	NULL	Beaverton	Oregon	97005	United States
13420	Home	6905 Mendouno Dr.	NULL	Grossmont	California	91941	United States
18674	Home	6907 Lagoon Court	NULL	Westminster	British Columbia	V3L 1E7	Canada
16150	Home	6907 Mepham Dr.	NULL	La Jolla	California	92806	United States
29115	Home	6907 Woodchuck Pl	NULL	Melbourne	Victoria	3000	Australia
20077	Home	6908 Laguna Circle	NULL	Coronado	California	92118	United States
16493	Home	6908 Laguna Circle	NULL	Seaford	Victoria	3198	Australia
29463	Home	6908 Woodchuck Pl.	NULL	Gold Coast	Queensland	4217	Australia
12587	Home	6908 Woodchuck Pl.	NULL	Milsons Point	New South Wales	2061	Australia
12695	Home	6909 Hamilton Avenue	NULL	Coffs Harbour	New South Wales	2450	Australia
24525	Home	6909 Hamilton Avenue	NULL	Langford	British Columbia	V9	Canada
14076	Home	6912 Hamilton Avenue	NULL	Beaverton	Oregon	97005	United States
15031	Home	6912 Hamilton Avenue	NULL	Malabar	New South Wales	2036	Australia
13170	Home	6912 Old Oak Drive	NULL	Beverly Hills	California	90210	United States
19513	Home	6913 Island Drive	NULL	London	England	SW8 1XD	United Kingdom
24726	Home	6913 Island Drive	NULL	W. Linn	Oregon	97068	United States
16264	Home	6915 Golden Leaf Way	NULL	Warrington	England	WA1	United Kingdom
24858	Home	6915 San Ramon Valley Blvd.	#6	Leeds	England	LE18	United Kingdom
28622	Home	6916 Azores	NULL	Grossmont	California	91941	United States
24687	Home	6916 Merry Circle	NULL	Everett	Washington	98201	United States
21722	Home	6917 Del Monte Court	NULL	Spring Valley	California	91977	United States
27517	Home	6917 Delaware Court	NULL	Bendigo	Victoria	3550	Australia
28596	Home	6919 Tosca Way	NULL	Redwood City	California	94063	United States
26356	Home	692 Brook Way	NULL	York	England	YO15	United Kingdom
28367	Home	692 Brook Way	#1988	Bury	England	PE17	United Kingdom
26041	Home	692 Honey Trail Lane	NULL	Bellingham	Washington	98225	United States
21000	Home	692 Nahua	NULL	Darlinghurst	New South Wales	2010	Australia
18888	Home	6920 Brook Hollow Ct.	NULL	Kirkland	Washington	98033	United States
26503	Home	6920 Merriewood Dr.	NULL	Newton	British Columbia	V2L3W8	Canada
23035	Home	6920 Merriewood Drive	NULL	Newport Beach	California	92625	United States
26766	Home	6920 Merriewood Drive	NULL	Port Macquarie	New South Wales	2444	Australia
13908	Home	6922 Estudello	NULL	Cliffside	British Columbia	V8Y 1L1	Canada
27713	Home	6922 Hamlet	NULL	Cranbourne	Victoria	3977	Australia
14468	Home	6922 Hamlet	NULL	Tacoma	Washington	98403	United States
27277	Home	6924 Santa Barbara	NULL	El Cajon	California	92020	United States
24909	Home	6924 Santa Barbara	NULL	Springwood	New South Wales	2777	Australia
25260	Home	6925 Post Road	NULL	Yakima	Washington	98901	United States
25804	Home	6927 Ricardo Drive	NULL	Gloucestershire	England	GL7 1RY	United Kingdom
15332	Home	6927 Ricardo Drive	NULL	Seattle	Washington	98104	United States
27456	Home	6928 Jason Ct	NULL	Marysville	Washington	98270	United States
25134	Home	6928 Jason Ct	NULL	St. Leonards	New South Wales	2065	Australia
25760	Home	6928 N. 8th Street	NULL	Peterborough	England	PB12	United Kingdom
27141	Home	6928 N. 8th Street	NULL	Warrington	England	WA1	United Kingdom
12121	Home	6928 Toyon Dr.	NULL	Milwaukie	Oregon	97222	United States
21857	Home	6928 Woodland Drive	NULL	London	England	W10 6BL	United Kingdom
27429	Home	6928 Woodland Drive	NULL	Westminster	British Columbia	V3L 1E7	Canada
18907	Home	6929 Citrus Ave.	NULL	East Brisbane	Queensland	4169	Australia
17175	Home	6929 Citrus Ave.	NULL	Sooke	British Columbia	V0	Canada
11057	Home	6930 Lake Nadine Place	NULL	Lane Cove	New South Wales	1597	Australia
16225	Home	6930 Lake Place	NULL	Lincoln Acres	California	91950	United States
25131	Home	6933 Sutton Circle	NULL	Melton	Victoria	3337	Australia
11738	Home	6933 Sutton Circle	NULL	Oak Bay	British Columbia	V8P	Canada
29114	Home	6934 Dos Encinas	NULL	Rhodes	New South Wales	2138	Australia
20760	Home	6934 Dos Encinas	NULL	Royal Oak	British Columbia	V8X	Canada
13451	Home	6934 Santa Cruz Dr.	NULL	Burbank	California	91502	United States
29468	Home	6934 Santa Cruz Dr.	NULL	Cheltenham	England	GL50	United Kingdom
11044	Home	6935 Candle Dr	NULL	Hervey Bay	Queensland	4655	Australia
24209	Home	6935, rue Malar	NULL	Saint Ouen	Charente-Maritime	17490	France
15246	Home	6936 Andrews Drive	NULL	San Diego	California	92102	United States
22877	Home	6936 Woodruff Lane	NULL	Cliffside	British Columbia	V8Y 1L1	Canada
26194	Home	6937 E. 42nd Street	NULL	Downey	California	90241	United States
15122	Home	6937 E. 42nd Street	NULL	Townsville	Queensland	4810	Australia
18913	Home	6938 Harbor View Dr.	NULL	Burbank	California	91502	United States
17017	Home	6938 Hilltop Dr	NULL	Puyallup	Washington	98371	United States
18100	Home	6939 E. 7th Street	NULL	Newport Beach	California	92625	United States
18900	Home	6939 E. 8th St.	NULL	North Sydney	New South Wales	2055	Australia
13772	Home	6939 Hilltop Dr.	NULL	Peterborough	England	PB12	United Kingdom
16914	Home	6939 Hilltop Dr.	NULL	Puyallup	Washington	98371	United States
24604	Home	6940 Hilltop Dr	NULL	Sydney	New South Wales	1002	Australia
16956	Home	6940 Hilltop Dr	NULL	Yakima	Washington	98901	United States
23040	Home	6942 Olivera Road	NULL	Palo Alto	California	94303	United States
16112	Home	6943 Patterson Blvd.	NULL	Berkeley	California	94704	United States
11175	Home	6943 Patterson Blvd.	NULL	Beverly Hills	California	90210	United States
24311	Home	6946 Candywood Ct.	NULL	Burien	Washington	98168	United States
26198	Home	6946 Candywood Ct.	NULL	Lincoln Acres	California	91950	United States
19790	Home	6946 Ridge Circle	NULL	North Ryde	New South Wales	2113	Australia
17672	Home	6946 Ridge Circle	NULL	Renton	Washington	98055	United States
21683	Home	6947 Jemco Court	NULL	York	England	YO15	United Kingdom
12779	Home	6948 Lakespring Pl.	NULL	Yakima	Washington	98901	United States
16812	Home	6948 Midway Ct	NULL	Imperial Beach	California	91932	United States
25022	Home	6948 Midway Ct	NULL	Sydney	New South Wales	1002	Australia
17346	Home	6949 Brookview Drive	NULL	Brisbane	Queensland	4000	Australia
23509	Home	6949 Brookview Drive	NULL	Milwaukie	Oregon	97222	United States
17121	Home	6949 Miguel Dr.	NULL	Seattle	Washington	98104	United States
11320	Home	6951 Harmony Way	NULL	Glendale	California	91203	United States
22028	Home	6951 Harmony Way	NULL	Hobart	Tasmania	7001	Australia
13331	Home	6951 Harmony Way	NULL	Imperial Beach	California	91932	United States
22942	Home	6951 Harmony Way	NULL	Perth	South Australia	6006	Australia
16009	Home	6954 Garcia Ranch Road	NULL	Vancouver	British Columbia	V7L 4J4	Canada
11100	Home	6954 Ranch Road	NULL	Cloverdale	South Australia	6105	Australia
21638	Home	6955 W. Buchanan	NULL	Corvallis	Oregon	97330	United States
25156	Home	6956 Peach Place	NULL	Lincoln Acres	California	91950	United States
28933	Home	6957 Corte Poquito	NULL	South Melbourne	Victoria	3205	Australia
18350	Home	6957 Corte Poquito	NULL	West Covina	California	91791	United States
19942	Home	6957 Olivewood Ct.	NULL	Oxon	England	OX16 8RS	United Kingdom
24975	Home	6957 Olivewood Ct.	NULL	Shawnee	British Columbia	V9B 5T2	Canada
19399	Home	6960 Lakewood Court	NULL	Oak Bay	British Columbia	V8P	Canada
12391	Home	6960 Trees Drive	NULL	Kirkby	England	KB9	United Kingdom
21504	Home	6963 Grand View Avenue	NULL	Bremerton	Washington	98312	United States
22173	Home	6963 Grand View Avenue	NULL	Rhodes	New South Wales	2138	Australia
27503	Home	6963 Santa Monica Drive	NULL	Chicago	Illinois	60610	United States
21130	Home	6963 Santa Monica Drive	# 4	Kirkby	England	KB9	United Kingdom
25808	Home	6963, rue Lauriston	NULL	Paris	Seine (Paris)	75016	France
17673	Home	6964 Keller Ridge Dr.	NULL	Mill Valley	California	94941	United States
27326	Home	6964, rue des Grands Champs	NULL	Tremblay-en-France	Seine Saint Denis	93290	France
11204	Home	6965 Appalachian Drive	NULL	Beaverton	Oregon	97005	United States
17225	Home	6965 Appalachian Drive	NULL	Watford	England	WA3	United Kingdom
21603	Home	6965 Lindsey Court	NULL	Bellingham	Washington	98225	United States
15735	Home	6966 Eaker Way	NULL	Darlinghurst	New South Wales	2010	Australia
23176	Home	6966 Eaker Way	NULL	San Carlos	California	94070	United States
17356	Home	6968 Hobby Court	NULL	Lake Oswego	Oregon	97034	United States
11182	Home	6968 Mildred Ln.	NULL	Sedro Woolley	Washington	98284	United States
14515	Home	6968 Wren Ave.	NULL	Lemon Grove	California	91945	United States
11759	Home	6969 Eaker Way	NULL	Cloverdale	South Australia	6105	Australia
23883	Home	6969 Eaker Way	NULL	Oakland	California	94611	United States
19549	Home	6969 Hobby Court	NULL	Marysville	Washington	98270	United States
19141	Home	6969 Lancaster	NULL	Sedro Woolley	Washington	98284	United States
25750	Home	6969 Lancaster	NULL	Warrington	England	WA3 7BH	United Kingdom
13209	Home	6970 Frame Ln	NULL	Langford	British Columbia	V9	Canada
24643	Home	6973 Dublin Court	NULL	Torrance	California	90505	United States
11124	Home	6973 Dublin Court	NULL	Warrnambool	Victoria	3280	Australia
25105	Home	6973 Elena	NULL	Concord	California	94519	United States
22895	Home	6973 Elena	NULL	Shawnee	British Columbia	V9B 2C3	Canada
25061	Home	6973 Mt. Hood Circle	NULL	Vancouver	British Columbia	V7L 4J4	Canada
21800	Home	6975 Olivera Road	NULL	Concord	California	94519	United States
24680	Home	6975 Olivera Road	NULL	San Diego	California	92102	United States
12948	Home	6975 Ridgewood Drive	NULL	Glendale	California	91203	United States
28204	Home	6975 Ridgewood Drive	NULL	Wollongong	New South Wales	2500	Australia
12924	Home	6977 Evergreen Ct.	NULL	Beverly Hills	California	90210	United States
21895	Home	6977 Evergreen Ct.	NULL	Gold Coast	Queensland	4217	Australia
24991	Home	6978 Hoke Dr	NULL	Issaquah	Washington	98027	United States
21402	Home	6978 Lisa Lee Lane	NULL	Wollongong	New South Wales	2500	Australia
19590	Home	6979 Euclid Ave.	NULL	Rockhampton	Queensland	4700	Australia
28240	Home	6979 Harvard Drive	NULL	Puyallup	Washington	98371	United States
28802	Home	6980 Tanager Circle	NULL	Newton	British Columbia	V2M1N7	Canada
27871	Home	6980 Tanager Circle	NULL	Townsville	Queensland	4810	Australia
27112	Home	6982 Duck Horn Court	NULL	Haney	British Columbia	V2W 1W2	Canada
27986	Home	6982 Duck Horn Court	NULL	Lavender Bay	New South Wales	2060	Australia
24354	Home	6983 Niagara Court	NULL	Santa Cruz	California	95062	United States
24849	Home	6983, place du Tertre	NULL	Tremblay-en-France	Seine Saint Denis	93290	France
23200	Home	6984 Wardlow Lane	NULL	Issaquah	Washington	98027	United States
29352	Home	6984 Wardlow Lane	# 116	Beverly Hills	California	90210	United States
20557	Home	6985 Countrywood Ct	NULL	Billericay	England	CM11	United Kingdom
13739	Home	6985 Countrywood Ct	NULL	Renton	Washington	98055	United States
26626	Home	6985 Florencia	NULL	Burlingame	California	94010	United States
23670	Home	6985 Matterhorn Ct	NULL	Salem	Oregon	97301	United States
26178	Home	6985 Pecan Street	# 786	Woodburn	Oregon	97071	United States
17161	Home	6986 Countrywood Ct.	NULL	Kirkland	Washington	98033	United States
29087	Home	6986 Countrywood Ct.	NULL	Newcastle	New South Wales	2300	Australia
11830	Home	6986 Ida Ave.	NULL	Lincoln Acres	California	91950	United States
17231	Home	6986 Saddlewood	NULL	Cloverdale	South Australia	6105	Australia
26287	Home	6986 Saddlewood	NULL	Lebanon	Oregon	97355	United States
26107	Home	6987 Buchanan Ct.	NULL	Newport Beach	California	92625	United States
16704	Home	699 Hummingbird Ct.	NULL	Lane Cove	New South Wales	1597	Australia
20343	Home	699 Rubiem Ct.	NULL	Kirkland	Washington	98033	United States
25471	Home	699, rue Royale	NULL	Drancy	Seine Saint Denis	93700	France
11955	Home	6991 Gloria Terr.	NULL	Glendale	California	91203	United States
20325	Home	6991 Mauna Kea Court	NULL	Newport Beach	California	92625	United States
27711	Home	6991 Mauna Kea Court	NULL	Warrnambool	Victoria	3280	Australia
22964	Home	6991 Pembroke Dr	NULL	Cranbourne	Victoria	3977	Australia
16482	Home	6992 Mt. View Drive	NULL	Bendigo	Victoria	3550	Australia
27055	Home	6992 Mt. Whitney Way	NULL	Colma	California	94014	United States
26062	Home	6992 Ponderosa Drive	NULL	Ballard	Washington	98107	United States
26690	Home	6992 Ponderosa Drive	NULL	Burbank	California	91502	United States
29283	Home	6992 Tara St.	NULL	Concord	California	94519	United States
13200	Home	6992 Tara St.	NULL	San Diego	California	92102	United States
24892	Home	6993 Whyte Park Ave.	NULL	Brisbane	Queensland	4000	Australia
11166	Home	6993 Whyte Park Ave.	NULL	Olympia	Washington	98501	United States
25896	Home	6994 Walnut Ave	NULL	Corvallis	Oregon	97330	United States
24955	Home	6998 Courthouse Drive	NULL	Chula Vista	California	91910	United States
25858	Home	6998 Courthouse Drive	NULL	Milwaukie	Oregon	97222	United States
15328	Home	6999 Icicle Ct.	NULL	San Diego	California	92102	United States
21865	Home	6999 Indianhead Ct.	NULL	London	England	SW8 1XD	United Kingdom
26684	Home	6999 Salem St.	NULL	Berkeley	California	94704	United States
17820	Home	6999 Salem St.	NULL	Peterborough	England	PB12	United Kingdom
20103	Home	6999 Yosemite Circle	NULL	Langford	British Columbia	V9	Canada
27133	Home	69bis, rue des Peupliers	NULL	Villeneuve-d'Ascq	Nord	59491	France
26636	Home	7 Churchill Dr.	NULL	Corvallis	Oregon	97330	United States
17362	Home	7 Olive St	NULL	Olympia	Washington	98501	United States
19499	Home	7 Paso Nogal	NULL	London	England	W1V 5RN	United Kingdom
15379	Home	7 Pastel Drive	NULL	San Diego	California	92102	United States
20398	Home	7 Zulu Court	NULL	Palo Alto	California	94303	United States
25677	Home	7, impasse Ste-Madeleine	NULL	Chatou	Yveline	78400	France
26952	Home	7, impasse Ste-Madeleine	NULL	Lille	Nord	59000	France
27142	Home	7, impasse Ste-Madeleine	NULL	Pantin	Seine Saint Denis	93500	France
21664	Home	7, impasse Ste-Madeleine	NULL	Roubaix	Nord	59100	France
16533	Home	7, place Beaubernard	NULL	Drancy	Seine Saint Denis	93700	France
16570	Home	7, place Beaubernard	NULL	Versailles	Yveline	78000	France
22675	Home	7, place Beaubernard	Agence Taillefer	Paris	Seine (Paris)	75007	France
21542	Home	7, place de Brazaville	NULL	Bobigny	Seine Saint Denis	93000	France
13799	Home	7, place de Brazaville	NULL	Chatou	Yveline	78400	France
23231	Home	7, place de Brazaville	NULL	Metz	Moselle	57000	France
14773	Home	7, route de Marseille	NULL	Villeneuve-d'Ascq	Nord	59491	France
28431	Home	7, rue de la Centenaire	NULL	Lille	Nord	59000	France
28708	Home	7, rue de la Centenaire	NULL	Metz	Moselle	57000	France
13555	Home	7, rue de la Centenaire	NULL	Orleans	Loiret	45000	France
19521	Home	7, rue de la Centenaire	NULL	Pantin	Seine Saint Denis	93500	France
27313	Home	7, rue de la Centenaire	NULL	Versailles	Yveline	78000	France
21031	Home	7, rue de Linois	NULL	Roncq	Nord	59223	France
27143	Home	7, rue de Maubeuge	NULL	Drancy	Seine Saint Denis	93700	France
15923	Home	7, rue des Ecoles	NULL	Lieusaint	Seine et Marne	77127	France
17931	Home	7, rue des Ecoles	NULL	Saint Ouen	Somme	80610	France
12265	Home	7, rue des Ecoles	NULL	Suresnes	Hauts de Seine	92150	France
23969	Home	7, rue des Vendangeurs	NULL	Bobigny	Seine Saint Denis	93000	France
23778	Home	7, rue des Vendangeurs	NULL	Colombes	Hauts de Seine	92700	France
19338	Home	7, rue des Vendangeurs	NULL	Drancy	Seine Saint Denis	93700	France
12812	Home	7, rue des Vendangeurs	NULL	Tremblay-en-France	Seine Saint Denis	93290	France
12895	Home	70 Tobi Drive	NULL	Burnaby	British Columbia	V3J 6Z3	Canada
11491	Home	70 Tobi Drive	NULL	London	England	W1V 5RN	United Kingdom
13840	Home	70, allée des Princes	NULL	Boulogne-sur-Mer	Pas de Calais	62200	France
25652	Home	70, allée des Princes	NULL	Colombes	Hauts de Seine	92700	France
24119	Home	70, allée des Princes	NULL	Roissy en Brie	Seine et Marne	77680	France
23932	Home	70, allée des Princes	NULL	Verrieres Le Buisson	Essonne	91370	France
15623	Home	70, place de la République	NULL	Paris	Seine (Paris)	75006	France
29380	Home	70, place de la République	NULL	Paris La Defense	Hauts de Seine	92081	France
22624	Home	70, place de la République	NULL	Roubaix	Nord	59100	France
21084	Home	70, place du Tertre	NULL	Paris La Defense	Hauts de Seine	92081	France
16469	Home	70, place du Tertre	NULL	Roncq	Nord	59223	France
27934	Home	70, rue de Cambrai	NULL	Les Ulis	Essonne	91940	France
20728	Home	70, rue de l´Esplanade	NULL	Tremblay-en-France	Seine Saint Denis	93290	France
22430	Home	70, rue de Linois	NULL	Roncq	Nord	59223	France
25662	Home	70, rue Georges-Clémenceau	NULL	Paris	Seine (Paris)	75009	France
23746	Home	70, rue Georges-Clémenceau	NULL	Paris	Seine (Paris)	75012	France
16425	Home	70, rue Georges-Clémenceau	NULL	Roissy en Brie	Seine et Marne	77680	France
26168	Home	700 Oaxaca	# 17	Edmonds	Washington	98020	United States
22718	Home	7000 Hawes Street	NULL	Berkeley	California	94704	United States
24470	Home	7000 Hawes Street	NULL	Springwood	New South Wales	2777	Australia
15732	Home	7001 Lanitos Ct	NULL	St. Leonards	New South Wales	2065	Australia
20961	Home	7005, rue des Bouchers	NULL	Roncq	Nord	59223	France
29444	Home	7006 Royal Links Ct.	NULL	Wokingham	England	RG41 1QW	United Kingdom
27703	Home	7007 Cowell Rd.	NULL	Melton	Victoria	3337	Australia
16702	Home	7008 Buckingham Dr.	NULL	Cranbourne	Victoria	3977	Australia
27638	Home	7008 Buckingham Dr.	NULL	Marysville	Washington	98270	United States
29360	Home	7008 Mines Road	NULL	Newcastle upon Tyne	England	NT20	United Kingdom
15533	Home	7008 Mines Road	NULL	San Francisco	California	94109	United States
25953	Home	701 Golf Club Road	NULL	Concord	California	94519	United States
14213	Home	701 Golf Club Road	NULL	Milsons Point	New South Wales	2061	Australia
22314	Home	701, boulevard du Montparnasse	NULL	Orly	Val de Marne	94310	France
20768	Home	7011 Oak Dr.	NULL	Bellflower	California	90706	United States
13082	Home	7011 Oak Dr.	NULL	Cranbourne	Victoria	3977	Australia
28689	Home	7011, rue de Longchamp	NULL	Paris	Seine (Paris)	75002	France
23141	Home	7012 Silverado Drive	NULL	W. Linn	Oregon	97068	United States
24407	Home	7013 Cimarron Drive	NULL	Daly City	California	94015	United States
27821	Home	7013 Cimarron Drive	# 110	York	England	YO15	United Kingdom
22876	Home	7013 St. Raphael Drive	NULL	Newport Beach	California	92625	United States
15729	Home	7015 F Mt Hood Circle	NULL	Bendigo	Victoria	3550	Australia
18633	Home	7015 F Mt Hood Circle	NULL	Watford	England	WA3	United Kingdom
15981	Home	7015 Riverview Place	NULL	W. Linn	Oregon	97068	United States
28623	Home	702 Candle Dr	NULL	Santa Cruz	California	95062	United States
16344	Home	7020 Mayette Avenue	NULL	Santa Cruz	California	95062	United States
26602	Home	7022 E Trident Dr	NULL	Lemon Grove	California	91945	United States
27250	Home	7022 Muth Dr.	NULL	Burien	Washington	98168	United States
19246	Home	7022 Muth Dr.	NULL	Issaquah	Washington	98027	United States
24587	Home	7023 Stallion Way	NULL	Brisbane	Queensland	4000	Australia
25046	Home	7023 Stallion Way	NULL	Newton	British Columbia	V2M1P1	Canada
12650	Home	7024, rue Surcouf	NULL	Bobigny	Seine Saint Denis	93000	France
28413	Home	7025 Eastgate Avenue	NULL	Gateshead	England	GA10	United Kingdom
14692	Home	7025 Eastgate Avenue	NULL	High Wycombe	England	HP10 9QY	United Kingdom
17331	Home	7026 Hooftrail Way	NULL	South Melbourne	Victoria	3205	Australia
23493	Home	7026 Norman Ave.	NULL	Long Beach	California	90802	United States
15806	Home	7026 Trail Way	NULL	Wollongong	New South Wales	2500	Australia
11388	Home	7028 San Gabriel Dr.	NULL	York	England	YO15	United Kingdom
20821	Home	7028 Stonedale	NULL	Perth	South Australia	6006	Australia
28457	Home	703, boulevard du Montparnasse	NULL	Bobigny	Seine Saint Denis	93000	France
26789	Home	7030 Galloway Dr.	NULL	Newton	British Columbia	V2L3W8	Canada
22979	Home	7031 Horseshoe Circle	NULL	Burlingame	California	94010	United States
28339	Home	7031 Horseshoe Circle	NULL	Walla Walla	Washington	99362	United States
15535	Home	7032 Clyde Street	NULL	Burlingame	California	94010	United States
18289	Home	7032 Stanford St.	NULL	Milsons Point	New South Wales	2061	Australia
17537	Home	7032 Stanford St.	NULL	Torrance	California	90505	United States
11134	Home	7034 Carson	NULL	Perth	South Australia	6006	Australia
23689	Home	7034 Carson	NULL	West Covina	California	91791	United States
23683	Home	7034 Longbrood Way	NULL	Bellflower	California	90706	United States
19657	Home	7034 Petarct	NULL	Renton	Washington	98055	United States
17843	Home	70344, rue Surcouf	NULL	Morangis	Essonne	91420	France
15156	Home	7035 Creekridge Lane	NULL	Concord	California	94519	United States
25553	Home	7035 Creekridge Lane	NULL	York	England	Y03 4TN	United Kingdom
24008	Home	7036 Las Quebrados Ln.	NULL	St. Leonards	New South Wales	2065	Australia
16920	Home	7036 Las Quebrados Ln.	NULL	Torrance	California	90505	United States
29021	Home	7039 Miwok Way	NULL	Westminster	British Columbia	V3L 1H4	Canada
25869	Home	7040 Bush Avenue	NULL	Redmond	Washington	98052	United States
24782	Home	7040 Isabel Dr.	NULL	Beverly Hills	California	90210	United States
22735	Home	7040 Santa Fe Street	NULL	Corvallis	Oregon	97330	United States
28091	Home	7040 Santa Fe Street	NULL	Newcastle	New South Wales	2300	Australia
19301	Home	7041 Notre Dame Avenue	NULL	Cambridge	England	CB4 4BZ	United Kingdom
23893	Home	7041 Notre Dame Avenue	NULL	Metchosin	British Columbia	V9	Canada
29457	Home	7045 Creekside Drive	NULL	Cranbourne	Victoria	3977	Australia
27865	Home	7045 Creekside Drive	NULL	Port Macquarie	New South Wales	2444	Australia
15155	Home	7046 Slow Creek Road	NULL	Colma	California	94014	United States
15190	Home	7047 Poncho St	NULL	Burlingame	California	94010	United States
15191	Home	7047 Poncho St	NULL	Chula Vista	California	91910	United States
23570	Home	7047 Terra Granda	NULL	Malabar	New South Wales	2036	Australia
13178	Home	7048 Laurel	NULL	Woodburn	Oregon	97071	United States
26105	Home	705 Seaview Avenue	NULL	Colma	California	94014	United States
18306	Home	705 Seaview Avenue	NULL	Melbourne	Victoria	3000	Australia
21410	Home	705 Temple Drive	NULL	Edmonds	Washington	98020	United States
29423	Home	705, boulevard du Montparnasse	NULL	Versailles	Yveline	78000	France
12551	Home	7053 Laurel Dr.	NULL	London	England	SW6 SBY	United Kingdom
16036	Home	7053 Laurel Dr.	NULL	York	England	YO15	United Kingdom
21426	Home	7053 Santa Maria Ct.	NULL	Colma	California	94014	United States
26042	Home	7053 Santa Maria Ct.	NULL	Long Beach	California	90802	United States
20582	Home	7055, rue de Longchamp	NULL	Versailles	Yveline	78000	France
24853	Home	7056 Roble Road	NULL	York	England	YO15	United Kingdom
21353	Home	7057 Striped Maple Court	NULL	Bothell	Washington	98011	United States
23681	Home	7057 Striped Maple Court	NULL	Victoria	British Columbia	V8V	Canada
